Timestamp,Source IP,Destination IP,Protocol,Source Port,Destination Port,Active Mean,Active Std,Active Min,Active Max,Idle Mean,Idle Std,Idle Min,Idle Max,Flow Duration,Flow Packets/s,Flow Bytes/s,Flow IAT Mean,Flow IAT Std,Flow IAT Min,Flow IAT Max,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Min,Fwd IAT Max,Fwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Min,Bwd IAT Max,Bwd IAT Total,Fwd Packets/s,Bwd Packets/s,Label
2026-08-12 15:01:43,NA,NA,0,43729,443,0.4072849750518799,0.0,0.4072849750518799,0.4072849750518799,0.0,0.0,0.0,0.0,0.4072849750518799,4.910566611855103,486.1460945736552,0.4072849750518799,0.0,0.4072849750518799,0.4072849750518799,0.4072849750518799,0.0,0.4072849750518799,0.4072849750518799,0.4072849750518799,0.0,0.0,0.0,0.0,0.0,2.4552833059275514,2.4552833059275514,BENIGN
2026-08-12 15:01:44,10.125.213.31,10.125.213.246,17,61362,53,0.17846298217773438,0.0,0.17846298217773438,0.17846298217773438,0.0,0.0,0.0,0.0,0.17846298217773438,11.206805891028793,885.3376653912746,0.17846298217773438,0.0,0.17846298217773438,0.17846298217773438,0.17846298217773438,0.0,0.17846298217773438,0.17846298217773438,0.17846298217773438,0.0,0.0,0.0,0.0,0.0,5.6034029455143965,5.6034029455143965,BENIGN
2026-08-12 15:01:44,10.125.213.246,10.125.213.31,17,53,61362,0.10134696960449219,0.0,0.10134696960449219,0.10134696960449219,0.0,0.0,0.0,0.0,0.10134696960449219,19.734186506069445,3394.2800790439446,0.10134696960449219,0.0,0.10134696960449219,0.10134696960449219,0.10134696960449219,0.0,0.10134696960449219,0.10134696960449219,0.10134696960449219,0.0,0.0,0.0,0.0,0.0,9.867093253034723,9.867093253034723,BENIGN
2026-08-12 15:01:44,10.125.213.31,13.107.5.93,6,50798,443,0.13493719853852926,0.1260147195107396,0.0,0.40641188621520996,2.581408421198527,1.1371174780824778,1.2264611721038818,4.008977174758911,10.308032035827637,2.2312697438326614,560.1457174299908,0.46854691071943805,0.9459960505052832,0.0,4.008977174758911,0.5592916662042792,1.1434885341480465,0.0,4.008977174758911,6.15220832824707,0.3778021552345969,0.6824820921600314,0.00011706352233886719,2.508786916732788,4.155823707580566,1.1156348719163307,1.1156348719163307,BENIGN
2026-08-12 15:01:44,10.125.213.31,13.107.5.93,6,50799,443,0.12207747760571931,0.11604212250442239,6.318092346191406e-05,0.3889479637145996,3.3423030376434326,0.6784830093383789,2.6638200283050537,4.0207860469818115,9.004078149795532,2.443337300498617,476.89501674277557,0.42876562618073966,0.9744601284977671,6.318092346191406e-05,4.0207860469818115,0.3153513344851407,0.7466108588216749,6.318092346191406e-05,2.6638200283050537,3.468864679336548,0.5535213470458984,1.1624193368573985,0.00019788742065429688,4.0207860469818115,5.535213470458984,1.2216686502493086,1.2216686502493086,BENIGN
2026-08-12 15:01:44,13.107.5.93,10.125.213.31,6,443,50799,0.06727450340986252,0.12334646097365674,9.5367431640625e-07,0.52913498878479,3.5318554639816284,0.6677545309066772,2.864100933074951,4.199609994888306,9.216495037078857,3.797539070893175,2533.2840636346814,0.2710733834434958,0.8396977473475032,9.5367431640625e-07,4.199609994888306,0.49486853094661937,1.1404067997579694,9.5367431640625e-07,4.199609994888306,8.41276502609253,0.04727823594037224,0.0974084635688262,5.9604644775390625e-06,0.33777785301208496,0.8037300109863281,1.8987695354465874,1.8987695354465874,BENIGN
2026-08-12 15:01:44,13.107.5.93,10.125.213.31,6,443,50798,0.05606321132544315,0.14362103343197796,9.5367431640625e-07,0.6926050186157227,2.7631543477376304,1.0474378820804338,1.5345361232757568,4.094095945358276,10.139549016952515,3.6490774824539987,3428.752101486371,0.28165413935979206,0.818620300139537,9.5367431640625e-07,4.094095945358276,0.31241321563720703,0.9350333418915767,1.9073486328125e-06,4.094095945358276,5.623437881469727,0.25089506308237713,0.6812479721843446,9.5367431640625e-07,2.6608309745788574,4.516111135482788,1.8245387412269993,1.8245387412269993,BENIGN
2026-08-12 15:01:52,NA,NA,0,443,10816,0.1543564796447754,0.0504305362701416,0.10392594337463379,0.204787015914917,0.0,0.0,0.0,0.0,0.3087129592895508,9.717765029702603,1088.3896833266915,0.1543564796447754,0.0504305362701416,0.10392594337463379,0.204787015914917,0.10392594337463379,0.0,0.10392594337463379,0.10392594337463379,0.10392594337463379,0.204787015914917,0.0,0.204787015914917,0.204787015914917,0.204787015914917,4.8588825148513015,4.8588825148513015,BENIGN
2026-08-12 15:01:54,NA,NA,0,30449,443,0.10358099937438965,0.15516001414492872,0.0,0.5252890586853027,0.0,0.0,0.0,0.0,1.0358099937438965,10.619708311792698,3362.585822724906,0.10358099937438965,0.15516001414492872,0.0,0.5252890586853027,0.04148120880126953,0.049557409713428716,0.0,0.10573410987854004,0.20740604400634766,0.16568078994750976,0.19488600550822927,0.0013599395751953125,0.5252890586853027,0.8284039497375488,5.309854155896349,5.309854155896349,BENIGN
2026-08-12 15:01:54,NA,NA,0,443,30449,0.07810767491658528,0.10650926000993033,9.5367431640625e-07,0.3218719959259033,0.0,0.0,0.0,0.0,0.9372920989990234,13.869742435558015,6352.342035485571,0.07810767491658528,0.10650926000993033,9.5367431640625e-07,0.3218719959259033,0.10485378901163737,0.12285964937573654,9.5367431640625e-07,0.3218719959259033,0.6291227340698242,0.0513615608215332,0.07850631982602342,1.1920928955078125e-06,0.20590615272521973,0.3081693649291992,6.9348712177790075,6.9348712177790075,BENIGN
